word,category,type,rel_type,freq,Nfreq,Vfreq,lemmalogfreq,logNfreq,logVfreq,NVratio,Vcatfreq,Ncount,Nmass,Vditrans,Vtrans,Vintrans,Nplural,Nsing,Ncollect,Nuncollect,Nmorph,Categories,MorphStatus,NPrel,SCrel,Nonerel,NPOnlyrel,entropy,bareformlength,Sform,edform,bareform,Sformlength,edformlength
squeak,nv,count,no_rel,117,43,74,2.071882007,1.643452676,1.875061263,0.586666667,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.262437,0.026973,0.374257,0.235691,1.831137808,6,squeaks,squeaked,squeak,7,8
sigh,nv,count,no_rel,782,236,546,2.893761762,2.374748346,2.737987326,0.433272395,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.115817,0.038132,0.622253,0.115817,1.449140196,4,sighs,sighed,sigh,5,6
laugh,nv,count,no_rel,3511,453,3058,3.545554507,2.657055853,3.485579477,0.148414515,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.096452,0.038572,0.621144,0.096432,1.430050119,5,laughs,laughed,laugh,6,7
blossom,nv,count,no_rel,179,123,56,2.255272505,2.093421685,1.755874856,2.175438596,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.180576,0,0.535942,0.180576,1.578954592,7,blossoms,blossomed,blossom,8,9
grimace,nv,count,no_rel,144,75,69,2.161368002,1.880813592,1.84509804,1.085714286,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.095774,0.038309,0.559106,0.095774,1.496374128,7,grimaces,grimaced,grimace,8,9
pulse,nv,count,no_rel,250,207,43,2.399673721,2.318063335,1.643452676,4.727272727,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.32306,0,0.359383,0.269675,1.79168117,5,pulses,pulsed,pulse,6,7
lounge,nv,count,no_rel,269,207,62,2.431363764,2.318063335,1.799340549,3.301587302,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.188259,0,0.414296,0.141194,1.662034633,6,lounges,lounged,lounge,7,8
whine,nv,count,no_rel,161,45,116,2.209515015,1.662757832,2.068185862,0.393162393,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.248416,0.038759,0.434587,0.224002,1.876303416,5,whines,whined,whine,6,7
bulge,nv,count,no_rel,268,67,201,2.42975228,1.832508913,2.305351369,0.336633663,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.180516,0,0.414657,0.180516,1.654039311,5,bulges,bulged,bulge,6,7
slope,nv,count,no_rel,607,464,143,2.783903579,2.667452953,2.158362492,3.229166667,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.181505,0.099314,0.424653,0.181505,1.821877601,5,slopes,sloped,slope,6,7
yawn,nv,count,no_rel,175,40,135,2.245512668,1.612783857,2.133538908,0.301470588,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.097596,0.039038,0.600189,0.097596,1.459188128,4,yawns,yawned,yawn,5,6
ski,nv,count,no_rel,251,138,113,2.401400541,2.1430148,2.056904851,1.219298246,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.201899,0,0.353187,0.171215,1.897825224,3,skis,skied,ski,4,5
bloom,nv,count,no_rel,165,101,64,2.220108088,2.008600172,1.812913357,1.569230769,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.204715,0,0.509241,0.176967,1.743460491,5,blooms,bloomed,bloom,6,7
glint,nv,count,no_rel,137,55,82,2.139879086,1.748188027,1.919078092,0.674698795,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.021429,0,0.464285,0,1.254630616,5,glints,glinted,glint,6,7
boom,nv,count,no_rel,463,272,191,2.666517981,2.436162647,2.283301229,1.421875,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.093849,0,0.820984,0.093849,0.85663183,4,booms,boomed,boom,5,6
frown,nv,count,no_rel,396,100,296,2.598790507,2.004321374,2.472756449,0.34006734,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.093774,0.037509,0.55338,0.093774,1.495480576,5,frowns,frowned,frown,6,7
smile,nv,count,no_rel,4380,1488,2892,3.641573253,3.172894698,3.461348434,0.514690633,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.094931,0.037972,0.58488,0.094931,1.469481116,5,smiles,smiled,smile,6,7
grin,nv,count,no_rel,697,218,479,2.843855423,2.340444115,2.681241237,0.45625,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.095109,0.038043,0.60544,0.095109,1.468232536,4,grins,grinned,grin,5,6
ache,nv,count,no_rel,304,86,218,2.484299839,1.939519253,2.340444115,0.397260274,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0,0,0.620635,0,1.301575999,4,aches,ached,ache,5,6
swoon,nv,count,no_rel,36,10,26,1.568201724,1.041392685,1.431363764,0.407407407,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.101773,0,0.503694,0.101773,1.688181435,5,swoons,swooned,swoon,6,7
struggle,nv,count,no_rel,1748,966,782,3.242789809,2.985426474,2.893761762,1.234993614,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.104304,0,0.366467,0.078228,2.163748587,8,struggles,struggled,struggle,9,10
slump,nv,count,no_rel,215,88,127,2.334453751,1.949390007,2.10720997,0.6953125,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.27248,0,0.245491,0.164451,2.024422937,5,slumps,slumped,slump,6,7
smirk,nv,count,no_rel,63,24,39,1.806179974,1.397940009,1.602059991,0.625,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.097551,0.03902,0.552287,0.097551,1.507259456,5,smirks,smirked,smirk,6,7
flow,nv,count,no_rel,1255,639,616,3.098989639,2.806179974,2.790285164,1.037277147,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.184211,0,0.47803,0.184211,1.487507116,4,flows,flowed,flow,5,6
flake,nv,count,no_rel,190,124,66,2.281033367,2.096910013,1.826074803,1.865671642,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.441612,0,0.401023,0.375624,1.737869323,5,flakes,flaked,flake,6,7
sprint,nv,count,no_rel,75,26,49,1.880813592,1.431363764,1.698970004,0.54,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.050878,0,0.395777,1.00E-05,1.473582244,6,sprints,sprinted,sprint,7,8
curtsy,nv,count,no_rel,44,20,24,1.653212514,1.322219295,1.397940009,0.84,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.084615,0,0.73077,0.084615,1.082141772,6,curtsies,curtsied,curtsy,7,8
fizz,nv,count,no_rel,25,8,17,1.414973348,0.954242509,1.255272505,0.5,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.242035,0.026867,0.526583,0.242035,1.591080937,4,fizzes,fizzed,fizz,5,6
reek,nv,count,no_rel,69,23,46,1.84509804,1.380211242,1.672097858,0.510638298,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.028995,0,0.521735,1.00E-05,1.526670833,4,reeks,reeked,reek,5,6
roost,nv,count,no_rel,49,15,34,1.698970004,1.204119983,1.544068044,0.457142857,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,1.00E-05,0,0.607552,1.00E-05,1.172591847,5,roosts,roosted,roost,6,7
flicker,nv,count,no_rel,315,74,241,2.499687083,1.875061263,2.383815366,0.309917355,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.158883,0,0.377655,0.117394,1.598048139,7,flickers,flickered,flicker,8,9
gleam,nv,count,no_rel,379,89,290,2.579783597,1.954242509,2.463892989,0.309278351,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.15591,0,0.339352,0.114071,1.8060592,5,gleams,gleamed,gleam,6,7
fart,nv,count,no_rel,35,19,16,1.556302501,1.301029996,1.230448921,1.176470588,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.221702,0,0.463753,0.17493,2.126349231,4,farts,farted,fart,5,6
pee,nv,count,no_rel,62,19,43,1.799340549,1.301029996,1.643452676,0.454545455,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.549296,0.102112,0.228874,0.369719,2.285971968,3,pees,peed,pee,4,5
hiccup,nv,count,no_rel,43,25,18,1.643452676,1.414973348,1.278753601,1.368421053,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.146727,0,0.476253,0.097818,2.07954304,6,hiccups,hiccuped,hiccup,7,8
glimmer,nv,count,no_rel,81,40,41,1.913813852,1.612783857,1.62324929,0.976190476,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.146342,0,0.365853,0.105691,1.904828985,7,glimmers,glimmered,glimmer,8,9
glitter,nv,count,no_rel,248,60,188,2.396199347,1.785329835,2.276461804,0.322751323,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.155495,0,0.372135,0.116621,1.585475368,7,glitters,glittered,glitter,8,9
snicker,nv,count,no_rel,22,6,16,1.361727836,0.84509804,1.230448921,0.411764706,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0,0.064516,0.680108,0,1.251728343,7,snickers,snickered,snicker,8,9
gurgle,nv,count,no_rel,70,16,54,1.851258349,1.230448921,1.740362689,0.309090909,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.093264,0,0.652849,0.093264,1.359114532,6,gurgles,gurgled,gurgle,7,8
snooze,nv,count,no_rel,22,8,14,1.361727836,0.954242509,1.176091259,0.6,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.14176,0,0.651581,0.14176,1.272297639,6,snoozes,snoozed,snooze,7,8
ebb,nv,count,no_rel,92,55,37,1.968482949,1.748188027,1.579783597,1.473684211,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.194592,0,0.42948,0.194592,1.70796865,3,ebbs,ebbed,ebb,4,5
doodle,nv,count,no_rel,58,34,24,1.770852012,1.544068044,1.397940009,1.4,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.460406,0,0.358513,0.300107,1.921478922,6,doodles,doodled,doodle,7,8
slumber,nv,count,no_rel,82,50,32,1.919078092,1.707570176,1.51851394,1.545454545,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.109992,0.270725,0.407779,0.109992,2.04330282,7,slumbers,slumbered,slumber,8,9
sneeze,nv,count,no_rel,70,12,58,1.851258349,1.113943352,1.770852012,0.220338983,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.173043,0,0.496727,0.120444,2.078026364,6,sneezes,sneezed,sneeze,7,8
squeal,nv,count,no_rel,110,31,79,2.045322979,1.505149978,1.903089987,0.4,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.161299,0,0.588704,0.161299,1.51325946,6,squeals,squealed,squeal,7,8
